,hotel,urls,reviewer,review_overall,title,text,ReviewerValue,ReviewerLocation,ReviewerService,ReviewerRooms,ReviewerCleanliness,ReviewerSleepQuality,Date of Stay,Trip Type,Contributions,Helpful Vote
2731,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2730-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Mariya M ,5.0,Weekend Stay,"This is a brand new hotel, so it feels and smells that way. The carpet in the hallways is plush. Rooms are large and luxurious. I appreciated the great service and friendly staff. We did go up and checked out a roof top view. Gorgeous. Breakfast is prompt and tasty.",5.0,,5.0,5.0,,,July 2016,Traveled as a couple,3,1.0
2732,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2730-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Tried29 ,5.0,I love my stay👍👍👍,My wife and I loved our stay at this wonderful hotel. The people that worked there was very helpful and nice the LondonHouse have gained my trust. This is my new home in Chicago for now on while I'm in town...😊 we had a good time on the roof top...,,,,,,,July 2016,Traveled as a couple,15,3.0
2733,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2730-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,glenr177 ,5.0,"Great hotel, great location!",This hotel is in a great part of the city with fantastic views! Very close to the Navy Pier. The staff is extremely friendly and always had a smile and offered to help. Would definitely return here in the future.,5.0,5.0,5.0,5.0,5.0,5.0,July 2016,Traveled on business,2,1.0
2734,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2730-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Greg R ,5.0,Beautiful new hotel in perfect location,"Hotel had only been open 4 weeks upon arrival so clearly fresh and clean, but it is the perfect location for families or business travelers. We had a corner room on the Michigan Ave side. Great views up and down Michigan and of the river. Close to all shopping, water taxi and restaurants. Will definitely return for my business travel too!",,,,,,,June 2016,Traveled with family,18,4.0
2735,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2735-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Natalie R ,4.0,60th Birthday celebration,"My boyfriend and I had a wonderful stay at LondonHouse to celebrate his 60th. The room was beautifully appointed with awesome blackout curtains. These were really effective as our room faced east and we were not woken by the sun peaking through. The staff was very friendly and professional. They offer a very nice breakfast featuring muffins, croissants, fresh fruit, yogurt and an omelet station. Of course there are also juices and coffee as well. Now for the negatives. The wifi was wonky.  We had a very difficult time logging in. They have a beautiful rooftop but it's impossible to get a reservation as their website is very clunky. You cannot call a person to reserve and I found this particularly disappointing as I had wanted to have his birthday dinner on the rooftop or at the very least a cocktail! Those reservations are harder to get than lollapalooza tickets! We were able to at least go on the roof to see the view which is spectacular.",,,,,,,July 2016,Traveled as a couple,12,2.0
2736,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2735-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Irish2017 ,1.0,Shortest stay ever,"Booked a room for 4 adults with two beds. Traveling with college aged kids. Room ready at 441p.m. Planning shopping, dinner, and a drink at much publicized rooftop. Room with view of brick walls, beds not even full sized, room tiny.  We were willing to suffer it all thinking it would be fun to be bar that evening.  Private party at bar and no way to get in.  Michael the manager assured us there were no other rooms and no access to bar.  He did refund our room charge and we checked into a suite at the ritz for 130 dollars more",,,,,,,July 2016,Traveled with family,1,
2737,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2735-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,B641GOjamesw ,5.0,Business Trip,"Very nice and new hotel. Very fancy expensive feel, felt a little under dressed in shorts and flip flops. :) the staff was nice, the breakfast was good but all of the food and beverages very expensive. I paid $5 for an 8 oz Diet Coke.",4.0,5.0,5.0,5.0,4.0,5.0,July 2016,Traveled on business,2,1.0
2738,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2735-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Ann C ,4.0,Thanks Murphy!,"Excellent stay starting from the warm greeting from Murphy!  After a long trip it's nice to have someone so helpful.   Murphy assisted us over and over from his warm smiles, offered help and guidance, to fulfilling we were sent on our way with all bases covered. Murph you were the first person to greet me and the last to send me off on our next adventure!  Cheers!",,,,,,,July 2016,,22,5.0
2739,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2735-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Dave P ,5.0,Great Location - Beautiful Hotel,Let me first thank the staff.   What an incredible job they do at this property.  Everyone was exceptionally accommodating and friendly.  My group stayed on the 19th floor of this totally remodeled building.  The only thing about this hotel that I saw as a negative was the approach by car.  Sharing the front with 4 other businesses on a busy street makes it tough to check in / Valet or drop bags.  There's got to be a better way.  The rooftop bar has incredible views.  The whole place was beautiful and check out the elevator system...,,,,,,,July 2016,Traveled with friends,204,22.0
2740,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2740-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Roberto B ,2.0,Decent Accommodation Overshadowed By Parking Abuse,"The rooms were efficient (aka on the small side) but  reasonably well appointed, although not spacious or extravagent.  Bar doubled as breakfast venue and was comfortable and airy and lots of light.  However the situation with the parking is so terrible (and ridiculously expensive - $71 per night and inconvenient) that it causes this to be a poor experience.  You would think after paying $71 to park the car overnight they would be great about retriving,...not so much.   Too a half hour and two nudges to the front desk.  Turns out they park the cars across the street with a river in between.  Would justify 5-10 minutes, but certainly not 30 minutes.  Felt injured over the charge and retrieval experience.",1.0,4.0,3.0,3.0,4.0,4.0,July 2016,Traveled with family,2,3.0
2741,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2740-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Carmela B ,5.0,Great hotel downtown,"New hotel, amenities very nice, friendly staff, great view, and conveniently located!  I would definitely return.  My bed was comfortable and room spacious.  We got a great rate since it was a group.   Londonhouse hotel is high end, you won't be disappointed!",,,,,,,July 2016,Traveled on business,37,32.0
2742,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2740-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,ThomArcH ,5.0,Spectacular Wedding at the LondonHouse,"We spent two nights at the hotel for the wedding of our son and his new bride and the venue and service were spectacular.  This was, I understand, the first booked wedding to the public since the hotel opened a few weeks prior, and the staff had their act together as if they'd been hosting such events for years.  Joy was instrumental in making sure that all the details were attended to.  We got to know the front door/valet staff very well over our stay with all our comings and goings - they were extremely personable, helpful and friendly, particularly Fikret and Corey.  The entire venue is an elegant and seamless blending of classic, vintage detail with new contemporary sensibilities - and in an unmatched, one-of-a-kind location on the very site of historic Ft. Dearborn.  When you're there, be sure to visit the Rooftop and walk the Riverwalk on a weekend evening - an outstanding urban experience.  Five stars! We'll be back!",5.0,5.0,5.0,,,,June 2016,Traveled with family,3,3.0
2743,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2740-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Guest12OrangeCounty ,4.0,Perfect location downtown Chicago,"Stayed here for 2 nights last weekend. Check-in was quick. We had a standard double room with lovely view of the river; like other travelers mentioned, the Trump sign could be annoying. Love the online check-in where I can pre select our room prior to arriving. Appreciate the hotel in accommodating our request of a room with view :) We didn't use the gym or pool but did check out the roof top - nice view! The room is clean and nicely appointed. My husband enjoyed the nespresso machine. We didn't really have any interaction with front desk other than at check in and check out since we just take the elevator straight to our floor. I noticed housekeeping didn't replenish bath products nor capsules for nespresso on our 2nd day there. Had to call guest service to request for more coffee supply. Overall, we had a great time; the location could not be any better, right within walking distance of all actions in Chicago.",,4.0,3.0,,4.0,,July 2016,Traveled with family,12,6.0
